speaker_id	conversation_id	derailed	word_count	utterance_count	mean_abs_z	max_z	z_future-progressive-conditional-active	z_future-progressive-indicative-active	z_future-simple-conditional-active	z_future-simple-conditional-passive	z_future-simple-indicative-active	z_future-simple-indicative-passive	z_none-perfect-infinitival-active	z_none-perfect-infinitival-passive	z_none-progressive-infinitival-active	z_none-progressive-participle-passive	z_none-simple-infinitival-active	z_none-simple-infinitival-passive	z_none-simple-participle-active	z_none-simple-participle-passive	z_past-perfect-conditional-active	z_past-perfect-conditional-passive	z_past-perfect-indicative-active	z_past-perfect-indicative-passive	z_past-perfect-progressive-indicative-active	z_past-progressive-conditional-active
86.129.102.190	13765061.4088.4088	1	14	1	2.4008	4.5203	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Skyraider	13765061.4088.4088	1	93	2	0.4959	1.0445	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Andylkl	13765061.4088.4088	1	114	2	0.5961	1.5425	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
193.198.2.9	134073670.131794.131794	1	407	2	0.5161	0.9005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7911	0.0000	-0.6826	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
24.86.110.10	134073670.131794.131794	1	75	1	0.4542	0.7825	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
84.217.47.194	134073670.131794.131794	1	148	1	0.4836	0.7642	0.0000	0.0000	0.0000	0.0000	-0.2884	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
64.114.128.38	134073670.131794.131794	1	602	1	0.7368	0.9331	0.0000	0.0000	0.0000	0.0000	-0.8194	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7811	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Aradic-en	134073670.131794.131794	1	23	2	2.3185	3.8975	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Rickey5535	50204579.6051.6051	1	43	3	0.8565	0.8589	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
24.10.74.104	50204579.6051.6051	1	64	4	1.1114	2.7748	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7748	0.0000	-0.3736	0.0000	0.7059	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Dlohcierekim	50204579.6051.6051	1	13	1	2.2258	2.2258	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Humanpublic	515154505.114575.114575	1	161	2	0.2438	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VanishedUserABC	515154505.114575.114575	1	503	3	0.6124	1.0694	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0694	0.0000	-0.5224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Ian.thomson	515154505.114575.114575	1	344	3	0.4221	0.7255	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6615	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Farsight001	515154505.114575.114575	1	40	1	0.6177	1.6945	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3017	0.0000	1.6945	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HiLo48	515154505.114575.114575	1	65	2	1.0710	2.0293	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Drimidiri	563005896.24098.24098	1	569	5	0.5838	0.8872	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3597	0.0000	-0.5710	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Trut-h-urts man	563005896.24098.24098	1	286	4	0.4708	0.7039	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0121	0.0000	-0.5730	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Darkwarriorblake	563005896.24098.24098	1	103	1	0.3644	0.8379	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TheUnforgiven	18559742.81146.81146	1	219	4	0.4030	0.7538	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5123	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TShilo12	18559742.81146.81146	1	36	2	2.1695	3.8347	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5025	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Neofcon	164351011.42267.42267	1	154	5	0.3715	1.3073	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3073	0.0000	-0.2569	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
81.231.172.124	164351011.42267.42267	1	141	1	0.7095	1.3036	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9882	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Rattis1	164351011.42267.42267	1	24	1	1.4945	2.2553	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Bronks	36774149.13039.13039	1	132	2	0.7109	1.3671	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9534	0.0477	-0.1428	0.0000	1.1591	0.0000	0.0000	0.0000	0.0000	0.0000
Ultramarine	36774149.13039.13039	1	86	2	1.3475	2.9495	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6615	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Ikip	36774149.13039.13039	1	684	4	0.6136	0.9725	0.0000	0.0000	0.0000	0.0000	-0.8401	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9725	0.0000	-0.4792	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Fluzwup	221659234.86877.84128	1	197	3	0.4646	1.0499	0.0000	0.0000	0.0000	0.0000	0.0655	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7678	0.0000	0.1289	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Asams10	221659234.86877.84128	1	395	3	0.4344	0.7930	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2226	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Jclemens	221659234.86877.84128	1	124	2	0.7088	2.0593	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3373	0.0000	-0.0913	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CrimsonSage	221659234.86877.84128	1	239	1	0.6619	1.1208	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8963	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Ana Nim	221659234.86877.84128	1	251	1	0.5299	1.2121	0.0000	0.0000	0.0000	0.0000	-0.5773	0.0000	0.0000	0.0000	0.0000	0.0000	-1.2121	0.0000	-0.5216	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mattbuck	697198774.19933.19933	1	167	3	0.3534	0.8538	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Onel5969	697198774.19933.19933	1	104	2	0.2705	0.3674	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Dlabtot	697198774.19933.19933	1	48	1	0.6374	1.8969	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Maplestrip	697198774.19933.19933	1	47	1	1.5004	2.0627	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3019	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Jade D Face	697198774.19933.19933	1	81	3	0.5136	1.3722	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
StevenBKrivit	327070540.119787.119787	1	29	2	3.4181	3.4181	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Phil153	327070540.119787.119787	1	66	1	0.7194	1.6235	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Objectivist	327070540.119787.119787	1	113	2	0.6451	1.5587	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5587	0.0000	0.0000	0.0000	0.0000	0.0000
LeadSongDog	327070540.119787.119787	1	48	1	0.3429	0.6841	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Gråbergs Gråa Sång	807767697.13733.13734	1	92	3	0.4146	1.3051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AnonMoos	807767697.13733.13734	1	144	2	0.5582	0.9988	0.0000	0.0000	0.0000	0.0000	0.4549	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9988	0.0000	-0.2094	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Berean Hunter	807767697.13733.13734	1	441	1	0.5711	0.9509	0.0000	0.0000	0.0000	0.0000	-0.7562	-0.6450	0.0000	0.0000	0.0000	0.0000	0.9509	-0.5612	-0.7026	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
190.203.111.40	685249515.73034.73034	1	113	4	1.0171	2.7909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
DaJesuZ	685249515.73034.73034	1	140	2	0.6577	1.4529	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5589	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Clackson101	284048492.7851.7851	1	234	4	0.3914	0.8834	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8834	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Maccy69	284048492.7851.7851	1	188	2	0.4704	1.1829	0.0000	-0.3298	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1829	0.0000	-0.3808	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Volunteer Marek	635857710.47169.47169	1	347	4	0.4220	0.7275	0.0000	0.0000	0.0000	0.0000	-0.6922	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4612	0.0000	-0.6378	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HiLo48	635857710.47169.47169	1	54	2	1.6554	2.8778	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Leftcry	635857710.47169.47169	1	94	1	0.3169	1.1591	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Malerooster	566092968.39230.39230	1	158	8	0.3315	0.6628	0.0000	0.0000	-0.0669	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Rusted AutoParts	566092968.39230.39230	1	43	2	0.7738	1.4829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1760	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
THF	143881266.129853.129801	1	273	5	0.4777	1.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3479	-0.4012	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
David Shankbone	143881266.129853.129801	1	114	2	0.2825	0.5810	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2354	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Szyslak	143881266.129853.129801	1	158	2	0.4795	1.0432	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0432	0.0000	0.0000	-0.1062	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2013
Jackiespeel	735605065.18950.18950	1	28	3	3.6202	8.7819	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Glrx	735605065.18950.18950	1	169	1	0.4682	0.6683	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Tisquesusa	735605065.18950.18950	1	156	2	0.2364	0.4445	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1139	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Obsuser	735605065.18950.18950	1	283	1	0.5424	0.7553	0.0000	0.0000	-0.5454	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7355	-0.4160	-0.5691	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
E.M.Gregory	709553770.11082.11082	1	140	4	0.5682	2.2999	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Sean.hoyland	709553770.11082.11082	1	349	3	0.4201	0.7656	0.0000	-0.5571	0.0000	0.0000	-0.3953	0.0000	0.0000	0.0000	0.0000	0.0000	0.3584	0.0000	-0.6395	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
No More Mr Nice Guy	709553770.11082.11082	1	177	2	0.4411	1.0921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Renamed user d4f86fd465dfg1	564672755.776.776	1	312	5	0.6163	1.5520	0.0000	0.0000	-0.6017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8064	0.0000	-0.6037	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Ryulong	564672755.776.776	1	545	4	0.4814	0.9019	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3096	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Chronus	716604863.13587.13587	1	257	4	0.5083	0.7431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7431	-0.3750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Cybershore	716604863.13587.13587	1	139	2	0.3207	0.6754	0.0000	0.0000	0.0000	0.0000	-0.2428	0.0000	0.0000	0.0000	0.0000	0.0000	0.0555	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Lecen	716604863.13587.13587	1	200	2	0.4343	1.0071	0.0000	0.0000	0.0000	0.0000	-0.4714	-0.3492	0.0000	0.0000	0.0000	0.0000	-0.0585	0.3258	-0.4144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
179.99.33.206	716604863.13587.13587	1	33	1	1.8123	2.8663	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.8663	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
QuackGuru	683816845.2195.2195	1	155	5	0.4579	1.0343	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1920	0.0000	0.0000	0.0000	0.0000	-1.0343	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Dr. James Schultz	683816845.2195.2195	1	256	4	0.3538	0.9464	0.0000	-0.4607	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0922	0.0000	-0.5298	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Anna Frodesiak	735469299.11912.11912	1	253	5	0.5654	1.2143	0.0000	0.0000	0.0000	0.0000	-0.5806	0.0000	0.0000	0.0000	0.0000	0.0000	-1.2143	0.0000	-0.5249	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Malerooster	735469299.11912.11912	1	21	1	1.8480	2.6090	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Dr.K.	735469299.11912.11912	1	122	2	0.6137	1.1928	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9086	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Govindaharihari	735469299.11912.11912	1	26	2	1.9251	3.0155	0.0000	0.0000	0.0000	0.0000	3.0155	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Icameheretolaughatyou	705063251.38347.38347	1	499	5	0.6025	1.1764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5485	-0.1999	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Maplestrip	705063251.38347.38347	1	35	1	1.9779	4.2055	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5589	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Before My Ken	295764543.30964.30964	1	309	5	0.5080	0.7285	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3335	0.0000	-0.6004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Lycurgus	295764543.30964.30964	1	155	1	0.4510	1.0343	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0064	0.0000	0.0000	0.0000	-1.0343	-0.0813	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Boghog	565581663.71024.71024	1	231	4	0.4196	0.8426	0.0000	0.0000	0.0000	0.0000	-0.0903	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2518	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
75.152.117.14	565581663.71024.71024	1	189	4	0.4325	0.7368	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7368	-0.2144	-0.3837	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HelenOnline	620495641.44285.44285	1	95	5	0.8202	1.0701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
123.2.223.96	620495641.44285.44285	1	169	2	0.5738	1.1620	0.0000	0.0000	0.0000	0.0000	-0.3759	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0728	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0857	0.0000	0.0000	0.0000
Xgkkp	3984474.11784.11784	1	126	2	0.4403	1.3305	0.0000	0.0000	0.0000	0.0000	-0.1654	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3557	0.0891	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Theresa knott	3984474.11784.11784	1	26	2	1.2500	2.0114	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2713	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mr-Natural-Health	3984474.11784.11784	1	84	2	0.7812	2.2958	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2159	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
66.162.79.162	55603010.218.218	1	21	1	2.2698	3.9698	0.0000	0.0000	0.0000	0.0000	3.9698	0.0000	0.0000	0.0000	0.0000	0.0000	1.9309	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
66.194.63.29	55603010.218.218	1	21	1	2.4882	3.9698	0.0000	0.0000	0.0000	0.0000	3.9698	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
The Rogue Penguin	55603010.218.218	1	52	2	0.9144	1.9959	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1139	0.0000	0.0000	1.8202	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Orannis	55603010.218.218	1	34	1	1.8502	4.1200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6195	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Universalsuffrage	248728129.16489.16489	1	538	4	0.3856	0.7457	0.0000	0.0000	0.0000	0.0000	-0.4114	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0263	0.0000	-0.7457	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Tarage	248728129.16489.16489	1	208	2	0.5490	1.7922	0.0000	0.0000	0.0000	0.0000	-0.4915	0.0000	0.0000	0.0000	0.0000	0.0000	0.2324	0.0000	-0.4347	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Euryalus	248728129.16489.16489	1	178	1	0.7354	1.6621	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3493	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Jytdog	665907469.43913.43913	1	134	6	0.3929	0.9615	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9615	0.0000	0.6321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BC1278	665907469.43913.43913	1	278	2	0.6069	1.8692	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8692	0.0000	0.1962	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SkoraPobeda	627995042.15973.15973	1	190	2	0.3873	0.8894	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3965	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RGloucester	627995042.15973.15973	1	260	2	0.4853	1.0875	0.0000	0.0000	-0.4919	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Iryna Harpy	627995042.15973.15973	1	163	2	0.6388	1.7979	0.0000	0.0000	-0.1001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1734	0.0000	-0.2948	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
78.68.210.173	627995042.15973.15973	1	58	2	0.9742	2.2776	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2572	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mandruss	665460096.133461.133461	1	103	3	0.8219	2.1355	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PeterTheFourth	665460096.133461.133461	1	91	3	1.1900	3.3196	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7075	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
